koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
FALSE POSITIVE,1,0,1,1,373.74691,0.02036,-0.02036,259.9281,0.0359,-0.0359,0.834,0.117,-0.586,28.37,1.1,-1.1,622.3,43.6,-43.6,2.65,0.9,-0.28,260,1.08,1.09,-0.34,16.2,1,6131,182,-219,4.497,0.056,-0.224,0.945,0.321,-0.1,290.02124,43.402161,15.193
FALSE POSITIVE,1,0,0,0,1.456383399,5.12E-06,-5.12E-06,132.71661,0.00289,-0.00289,1.169,0.09,-0.108,11.838,0.417,-0.417,212.2,3.2,-3.2,52.87,13.71,-31.99,2721,12950.97,10638.45,-11175.13,94,1,6184,218,-196,3.665,0.74,-0.131,2.646,0.686,-1.601,299.0531,46.620392,13.401
CANDIDATE,0,0,0,0,188.881049,0.001156,-0.001156,280.06822,0.00328,-0.00328,0.504,0.452,-0.299,1.49,0.124,-0.124,325.8,30.6,-30.6,1.86,0.41,-0.19,330,2.79,1.83,-0.82,12.9,1,6077,163,-199,4.471,0.052,-0.157,0.999,0.22,-0.102,289.67508,46.131882,12.85
FALSE POSITIVE,0,1,0,0,1.07383154,1.63E-05,-1.63E-05,132.0326,0.0212,-0.0212,1.198,0.112,-0.081,4.846,0.117,-0.117,31355,313,-313,137.54,14.96,-59.85,3791,48979.38,18214.48,-35798.34,137.3,1,8059,224,-336,3.789,0.399,-0.07,2.859,0.311,-1.244,292.64063,46.388039,14.902
FALSE POSITIVE,0,0,1,0,2.9322509,3.97E-05,-3.97E-05,133.7648,0.01,-0.01,0.457,0.016,-0.457,2.931,0.355,-0.355,181.2,16.8,-16.8,1.33,0.39,-0.13,1312,700.81,626.94,-212.84,13.1,1,6106,189,-232,4.487,0.048,-0.192,0.966,0.285,-0.095,295.85266,47.503578,15.662
FALSE POSITIVE,0,0,1,1,4.98845099,4.72E-05,-4.72E-05,133.74684,0.00883,-0.00883,0.041,0.435,-0.041,7.453,0.327,-0.327,193.9,9.7,-9.7,1.33,0.36,-0.2,1055,292.71,241.93,-104.25,23.3,1,5695,169,-169,4.411,0.124,-0.186,0.961,0.264,-0.142,296.44901,46.623589,15.331
CONFIRMED,0,0,0,0,0.664074145,1.53E-06,-1.53E-06,133.40285,0.00172,-0.00172,0.525,0.38,-0.317,1.0925,0.0599,-0.0599,212.6,12,-12,1.19,0.16,-0.09,1703,1998.48,894.59,-478.26,20.9,1,5178,155,-139,4.585,0.024,-0.102,0.797,0.107,-0.063,291.27899,47.687649,15.645
FALSE POSITIVE,0,1,0,0,0.328686504,4.62E-07,-4.62E-07,132.77146,0.00126,-0.00126,0.233,0.214,-0.233,0.8592,0.0529,-0.0529,171.9,8.8,-8.8,1.11,0.24,-0.1,2324,6891.11,4649.57,-1838.14,26.8,1,5430,177,-160,4.535,0.048,-0.143,0.847,0.181,-0.077,288.41684,47.731091,15.316
FALSE POSITIVE,1,0,1,1,0.93376131,1.43E-05,-1.43E-05,132.4342,0.0156,-0.0156,0.312,0.167,-0.312,3.747,0.452,-0.452,55.6,6.7,-6.7,0.61,0.14,-0.05,1682,1891.81,1305.24,-449.54,10.5,1,5665,152,-152,4.568,0.04,-0.16,0.82,0.191,-0.064,292.22083,47.635689,15.529
FALSE POSITIVE,0,0,0,1,0.93376021,1.33E-05,-1.33E-05,132.4413,0.0112,-0.0112,0.297,0.176,-0.297,3.182,0.36,-0.36,56.5,7.3,-7.3,0.4,0.02,-0.02,1019,253.97,32.47,-34.58,9.5,1,3885,50,-46,4.71,0.028,-0.016,0.54,0.019,-0.026,292.17847,47.750751,15.446
FALSE POSITIVE,1,0,1,1,0.93373591,1.34E-05,-1.34E-05,132.46,0.0131,-0.0131,0.21,0.269,-0.21,4.517,0.363,-0.363,35.1,4.3,-4.3,0.57,0.17,-0.07,1904,3116.05,2800.26,-1016.28,10.8,1,6028,163,-199,4.47,0.067,-0.202,0.95,0.291,-0.116,292.19623,47.76659,14.92
FALSE POSITIVE,0,0,1,1,0.93374911,1.75E-05,-1.75E-05,132.4534,0.0179,-0.0179,0.505,0.005,-0.471,3.504,0.432,-0.432,57.8,8.7,-8.7,0.66,0.19,-0.06,1793,2442.7,1992.85,-660.15,8.4,1,5978,161,-179,4.554,0.036,-0.192,0.846,0.235,-0.078,292.2276,47.746262,15.767
FALSE POSITIVE,1,0,0,0,312.61007,0.01167,-0.01167,325.3776,0.0275,-0.0275,0.601,0.003,-0.5,14.85,1.1,-1.1,438.7,42.1,-42.1,2.01,0.48,-0.19,258,1.05,0.71,-0.29,11.9,1,5818,140,-175,4.523,0.042,-0.168,0.925,0.217,-0.087,290.08203,42.071129,14.728
FALSE POSITIVE,1,0,0,0,429.60143,0.01792,-0.01792,269.5261,0.0371,-0.0371,0.025,0.436,-0.025,18.11,1,-1,1001.4,87.9,-87.9,2.74,0.69,-0.3,223,0.58,0.45,-0.17,12.2,2,5587,166,-166,4.502,0.069,-0.173,0.877,0.222,-0.095,289.96942,42.138859,15.596
FALSE POSITIVE,1,0,0,0,197.37704,0.01217,-0.01217,306.7686,0.0297,-0.0297,1.277,6.964,-0.201,18.71,1.5,-1.5,226.2,17.8,-17.8,84.37,23.58,-28.8,815,104.45,83.71,-66.79,15.1,7,10974,266,-495,4.041,0.258,-0.172,2.677,0.748,-0.914,286.91888,42.306129,10.734
FALSE POSITIVE,1,0,0,0,203.8406,0.01782,-0.01782,250.6264,0.0557,-0.0557,0.04,0.415,-0.04,9.33,1.7,-1.7,227.4,37.1,-37.1,2.41,0.93,-1.13,385,5.21,6.17,-3.89,8.6,8,5548,183,-133,3.97,0.532,-0.228,1.616,0.623,-0.761,287.24051,42.573139,13.499
FALSE POSITIVE,0,0,1,0,14.395425,0.0005978,-0.0005978,140.977,0.0369,-0.0369,0.398,0.052,-0.398,5.12,1.1,-1.1,115.4,14.5,-14.5,0.85,0.21,-0.07,672,48.08,35.38,-11.85,9.4,1,5715,154,-154,4.586,0.042,-0.168,0.782,0.195,-0.065,291.48068,50.47366,13.686
FALSE POSITIVE,1,0,0,0,231.157554,0.004933,-0.004933,346.94896,0.00903,-0.00903,0.749,0.204,-0.5,8.489,0.387,-0.387,845.6,55.2,-55.2,37.37,0.76,-13.55,789,91.65,13.52,-63.12,17.4,1,5386,133,-347,2.78,0.03,-0.03,11.839,0.239,-4.293,295.39795,50.539268,13.451
FALSE POSITIVE,1,0,0,0,495.06538,0.03719,-0.03719,245.567,0.061,-0.061,0.341,0.123,-0.341,21.09,2.6,-2.6,417,37.1,-37.1,2,0.62,-0.21,236,0.74,0.68,-0.22,13.2,1,6075,180,-198,4.486,0.05,-0.2,0.969,0.3,-0.1,296.65671,50.68721,14.116
FALSE POSITIVE,1,0,0,0,595.78152,0.03389,-0.03389,363.7685,0.0325,-0.0325,0.164,0.283,-0.164,15.97,1.2,-1.2,84.9,9.5,-9.5,1.18,0.24,-0.34,245,0.85,0.53,-0.46,10.6,1,5618,154,-126,4.155,0.286,-0.132,1.288,0.271,-0.372,288.19321,50.921619,11.446
FALSE POSITIVE,1,0,0,0,365.709623,0.009703,-0.009703,183.4903,0.0254,-0.0254,0.338,0.127,-0.338,13.553,0.774,-0.774,1033.4,81.1,-81.1,26.93,4.27,-2.3,604,31.42,14.69,-7.68,15.1,1,4787,108,-120,2.629,0.03,-0.033,8.522,1.352,-0.728,288.81714,51.592911,13.888
FALSE POSITIVE,0,1,0,0,7.841066931,3.67E-07,-3.67E-07,136.5883392,3.86E-05,-3.86E-05,0.579,0.003,-0.005,5.47901,0.00135,-0.00135,342090,56.8,-56.8,56.33,15.96,-5.3,876,139.18,115.82,-38.05,3314.7,1,5973,161,-179,4.562,0.037,-0.2,0.829,0.235,-0.078,292.11746,42.45628,15.144
FALSE POSITIVE,0,1,0,0,2.213964145,4.51E-07,-4.51E-07,132.565776,0.000166,-0.000166,0.634,0.003,-0.002,6.7598,0.0125,-0.0125,123360,220,-220,57.06,14.85,-22.28,1891,3030.64,2496.24,-2040.23,951.4,1,6256,220,-198,4.037,0.428,-0.171,1.514,0.394,-0.591,284.31378,42.600914,11.267
FALSE POSITIVE,0,1,0,0,2.525386934,2.02E-06,-2.02E-06,133.913493,0.00099,-0.00099,0.934,0.062,-0.045,3.71613,0.00391,-0.00391,124880,101,-101,67.24,21.65,-9.27,1701,1982.55,1888.8,-742.39,1003,1,6826,192,-288,4.337,0.084,-0.21,1.233,0.397,-0.17,292.62149,42.92197,14.34
FALSE POSITIVE,0,1,0,0,1.587485742,3.56E-07,-3.56E-07,132.138538,0.000186,-0.000186,0.259,0.011,-0.005,7.7489,0.0142,-0.0142,246570,343,-343,41.52,9.36,-3.34,1460,1070.86,717.43,-258.99,996.8,1,5863,158,-158,4.566,0.04,-0.16,0.821,0.185,-0.066,286.6958,43.86742,14.364
FALSE POSITIVE,1,0,0,0,488.67353,0.05879,-0.05879,519.7805,0.0674,-0.0674,0.432,0.027,-0.432,12.35,2.5,-2.5,691,101,-101,2.03,0.32,-0.14,188,0.3,0.16,-0.08,8.2,1,5218,184,-166,4.596,0.026,-0.104,0.772,0.122,-0.056,298.12234,40.462349,15.747
FALSE POSITIVE,1,0,1,1,322.48381,0.0126,-0.0126,189.1585,0.0224,-0.0224,0.938,0.023,-0.608,22.99,1.7,-1.7,1023.4,44.2,-44.2,3.5,1.07,-0.36,259,1.06,0.96,-0.3,27,1,5968,161,-179,4.534,0.039,-0.221,0.881,0.271,-0.09,298.93066,40.419102,14.76
FALSE POSITIVE,0,0,1,0,0.474811162,1.85E-06,-1.85E-06,132.20477,0.00336,-0.00336,0.44,0.031,-0.44,1.169,0.102,-0.102,205.2,15.5,-15.5,1.28,0.39,-0.12,2206,5603.32,5100.27,-1612.42,17.4,1,5799,184,-204,4.539,0.046,-0.196,0.878,0.262,-0.082,298.48325,40.585949,15.733
FALSE POSITIVE,0,1,1,0,0.664727127,6.68E-06,-6.68E-06,131.63516,0.00806,-0.00806,0.382,0.116,-0.382,1.561,0.397,-0.397,16.2,3.3,-3.3,0.46,0.07,-0.05,2343,7149.67,3165.89,-1852.86,7.6,1,6143,83,-92,4.344,0.11,-0.121,1.116,0.189,-0.126,292.93295,40.986401,12.879
FALSE POSITIVE,0,0,1,1,1.33250451,2.83E-05,-2.83E-05,132.1018,0.0217,-0.0217,0.295,0.184,-0.295,4.143,0.499,-0.499,27.4,3.2,-3.2,0.62,0.18,-0.08,1993,3726.12,3251.57,-1252.18,11.6,1,6600,165,-214,4.364,0.084,-0.196,1.157,0.35,-0.15,295.30353,46.80574,13.793
FALSE POSITIVE,1,0,0,0,333.486169,0.004235,-0.004235,153.61501,0.00507,-0.00507,0.214,0.255,-0.214,3.199,0.229,-0.229,639.1,52.7,-52.7,19.3,0.55,-4.68,557,22.68,2.07,-10.95,14,1,4989,39,-128,2.992,0.03,-0.027,7.824,0.223,-1.896,296.76288,47.145142,10.998
FALSE POSITIVE,1,0,0,0,321.02094,0.021,-0.021,179.7137,0.0775,-0.0775,0.295,0.159,-0.295,7.51,2.3,-2.3,592.9,81.5,-81.5,1.96,0.33,-0.25,232,0.69,0.39,-0.23,8.5,1,5334,185,-185,4.492,0.112,-0.15,0.81,0.138,-0.101,283.17575,47.401718,15.238
FALSE POSITIVE,1,0,0,0,424.623345,0.002303,-0.002303,218.25955,0.00474,-0.00474,0.819,0.027,-0.043,9.666,0.273,-0.273,5132.1,98.2,-98.2,8.13,2.68,-0.88,265,1.17,1.12,-0.38,60.2,1,6339,176,-242,4.454,0.056,-0.224,1.017,0.334,-0.111,295.06592,46.686432,15.513
FALSE POSITIVE,1,0,0,0,145.750554,0.00357,-0.00357,199.6247,0.0241,-0.0241,0.017,0.433,-0.017,13.999,0.76,-0.76,385.6,26.2,-26.2,15.34,0.88,-4.69,748,74.07,12.64,-43.9,17,1,5096,59,-209,3.007,0.03,-0.03,8.038,0.461,-2.46,287.09363,47.3713,13.192
FALSE POSITIVE,0,1,1,1,1.28805834,7.46E-06,-7.46E-06,131.9914,0.00478,-0.00478,0.214,0.26,-0.214,3.419,0.171,-0.171,92.6,3.8,-3.8,1.08,0.17,-0.14,1736,2142.23,875.49,-596.68,28.1,1,5631,76,-76,4.33,0.115,-0.115,1.132,0.176,-0.144,291.25308,40.216671,14.487
FALSE POSITIVE,0,1,1,0,0.777663575,1.54E-06,-1.54E-06,131.52537,0.00159,-0.00159,0.204,0.248,-0.204,1.1741,0.0518,-0.0518,134.3,5.8,-5.8,0.95,0.24,-0.09,1816,2553.18,1961.51,-646.43,28.1,1,5769,155,-155,4.57,0.033,-0.187,0.812,0.212,-0.071,288.03152,46.827549,14.397
CANDIDATE,0,0,0,0,3.84822189,1.66E-05,-1.66E-05,131.9185,0.00351,-0.00351,0.368,0.102,-0.368,2.013,0.107,-0.107,203.9,13.8,-13.8,1.72,0.28,-0.21,1283,641.53,273.17,-176.3,17.6,1,5927,71,-83,4.323,0.105,-0.116,1.193,0.198,-0.148,286.25443,41.02187,14.919
CONFIRMED,0,0,0,0,2.79590004,1.41E-05,-1.41E-05,132.72971,0.00375,-0.00375,0.638,0.019,-0.497,2.056,0.123,-0.123,383.7,27.1,-27.1,1.66,0.12,-0.09,1090,333.31,82.94,-58.4,16.3,4,5244,105,-105,4.538,0.045,-0.055,0.81,0.06,-0.044,296.65475,46.83527,13.749
CANDIDATE,0,0,0,0,3.375716723,9.06E-06,-9.06E-06,134.21319,0.00223,-0.00223,0.982,0.044,-0.703,1.5436,0.0933,-0.0933,175.7,10.5,-10.5,2.34,0.72,-0.41,1472,1111.66,993.91,-454.54,20.2,1,6310,170,-208,4.273,0.136,-0.204,1.282,0.391,-0.228,290.48007,38.136688,13.91
FALSE POSITIVE,1,0,0,0,0.573762943,6.95E-06,-6.95E-06,131.80193,0.00801,-0.00801,0.13,0.347,-0.13,2.196,0.387,-0.387,48.3,7.8,-7.8,0.39,0.03,-0.02,1538,1331.17,398.19,-320.43,8.5,1,4891,161,-161,4.683,0.052,-0.032,0.571,0.039,-0.039,297.1684,47.821129,14.028
FALSE POSITIVE,0,1,0,0,1.072934147,1.45E-07,-1.45E-07,132.293066,0.000109,-0.000109,1.009,0.016,-0.019,4.50475,0.00753,-0.00753,96883,123,-123,81.42,28.12,-14.06,2523,9590.04,10099.03,-4200.19,949,1,7031,225,-338,4.222,0.105,-0.21,1.523,0.526,-0.263,297.74243,47.891682,13.96
FALSE POSITIVE,0,0,1,1,2.61854596,6.24E-05,-6.24E-05,133.9991,0.0216,-0.0216,0.033,0.432,-0.033,4.866,0.718,-0.718,19.7,3.1,-3.1,1.18,0.21,-0.51,2008,3846.53,2226.39,-2719.71,8.1,1,5657,172,-154,3.721,0.322,-0.115,2.682,0.492,-1.148,299.06802,47.920029,13.133
FALSE POSITIVE,1,0,0,1,1.105123883,7.18E-06,-7.18E-06,132.51976,0.0071,-0.0071,0.685,0.253,-0.444,3.001,0.161,-0.161,66.7,3.8,-3.8,0.83,0.26,-0.08,1755,2235.64,2028.03,-662.33,20.7,1,5883,158,-193,4.476,0.067,-0.202,0.959,0.297,-0.099,293.76025,48.145248,14.512
FALSE POSITIVE,1,0,0,0,212.760495,0.004225,-0.004225,254.4527,0.0123,-0.0123,0.036,0.427,-0.036,3.703,0.436,-0.436,195.8,25.4,-25.4,2.8,0.64,-0.63,485,13.13,8.95,-6.32,9.2,1,7021,197,-246,4.031,0.171,-0.14,1.976,0.448,-0.448,288.08237,42.636909,12.946
FALSE POSITIVE,1,0,0,0,73.836858,0.002898,-0.002898,174.0088,0.0217,-0.0217,0.8,0.074,-0.542,19.722,0.838,-0.838,231.2,20.7,-20.7,25.09,1.17,-6.64,1143,403.37,60.07,-212.02,13.1,3,4769,57,-154,2.583,0.033,-0.027,14.706,0.687,-3.89,291.55719,42.694649,10.996
FALSE POSITIVE,1,0,0,0,402.41511,0.01152,-0.01152,512.3896,0.0172,-0.0172,0.281,0.172,-0.281,5.156,0.368,-0.368,780.6,76.9,-76.9,2.52,0.78,-0.2,253,0.96,0.88,-0.23,9.5,1,6251,169,-187,4.53,0.039,-0.221,0.889,0.277,-0.069,292.04956,42.870251,12.987
FALSE POSITIVE,1,0,0,0,369.28177,0.02512,-0.02512,233.4368,0.0403,-0.0403,1.297,6.745,-0.139,26.96,2.8,-2.8,1017.7,97.1,-97.1,34.25,10.7,-3.57,250,0.93,0.84,-0.28,13,1,5900,158,-193,4.509,0.039,-0.221,0.951,0.297,-0.099,283.32138,42.939289,15.478
FALSE POSITIVE,1,0,0,0,462.463589,0.006953,-0.006953,583.10723,0.00745,-0.00745,0.386,0.067,-0.386,5.007,0.324,-0.324,1024.3,87.7,-87.7,8.92,5.19,-6.33,355,3.78,6.63,-3.49,13.2,1,5059,126,-113,3.466,1.057,-0.352,2.799,1.626,-1.988,290.48471,51.72855,13.993
CANDIDATE,0,0,0,0,490.63941,0.02229,-0.02229,561.5837,0.0312,-0.0312,0.015,0.442,-0.015,16.5,1.2,-1.2,268.8,33,-33,7.67,0.57,-1.33,412,6.84,1.61,-2.66,9.6,1,5037,87,-137,3.252,0.03,-0.03,4.817,0.359,-0.837,290.86276,51.701908,13.227
CANDIDATE,0,0,0,0,331.55459,0.01384,-0.01384,237.2754,0.0361,-0.0361,0.001,0.453,-0.001,5.35,1.3,-1.3,288.7,48.2,-48.2,1.36,0.32,-0.11,240,0.78,0.56,-0.19,6.7,1,5762,155,-155,4.576,0.04,-0.16,0.801,0.193,-0.064,286.04395,38.708801,14.066
FALSE POSITIVE,0,1,0,0,0.939375593,2.49E-07,-2.49E-07,132.016859,0.00022,-0.00022,0.987,0.057,-0.05,2.8424,0.0138,-0.0138,100890,386,-386,52.18,15.58,-11.68,1936,3333.58,2990.01,-1555.12,317.3,1,5826,174,-174,4.345,0.205,-0.205,0.978,0.292,-0.219,295.56934,38.726059,14.904
FALSE POSITIVE,0,1,0,0,53.64708486,9.41E-06,-9.41E-06,152.97204,0.000142,-0.000142,0.432,0.002,-0.001,19.9499,0.00925,-0.00925,219100,99,-99,142.04,39.48,-26.3,753,75.91,59.56,-29.89,3272.4,1,5261,118,-118,3.506,0.153,-0.187,2.943,0.818,-0.545,300.83307,43.962311,12.479
CANDIDATE,0,0,0,0,7.7021729,0.0001312,-0.0001312,138.4181,0.0122,-0.0122,0.509,0.042,-0.443,3.987,0.414,-0.414,74.6,9.8,-9.8,0.85,0.12,-0.06,888,147.24,52.62,-27.22,9.5,1,5618,76,-76,4.449,0.068,-0.11,0.969,0.13,-0.07,292.46378,44.090111,14.32
FALSE POSITIVE,1,0,0,0,0.449249224,5.17E-07,-5.17E-07,1472.522306,8.49E-05,-8.49E-05,0.494,0.016,-0.009,4.7565,0.0269,-0.0269,419440,368,-368,95.83,27.52,-19.99,2941,17801.78,15085.88,-8254.34,1194.9,2,6338,175,-241,4.239,0.18,-0.18,1.299,0.373,-0.271,294.47131,44.12344,15.282
FALSE POSITIVE,0,1,0,0,1.613014741,1.85E-07,-1.85E-07,131.7482916,9.44E-05,-9.44E-05,0.882,0.014,-0.015,4.39594,0.00538,-0.00538,152120,137,-137,157.33,21.69,-65.1,3145,23173.2,10276.62,-16452.32,1096.1,1,7832,216,-325,3.836,0.352,-0.088,2.779,0.383,-1.15,300.33246,44.144138,12.146
CONFIRMED,0,0,0,0,384.847556,0.007105,-0.007105,314.97,0.0152,-0.0152,0.059,0.387,-0.059,9.969,0.441,-0.441,189.9,17.6,-17.6,1.09,0.2,-0.1,220,0.56,0.32,-0.15,12.3,1,5579,150,-150,4.58,0.034,-0.127,0.798,0.15,-0.075,296.00369,44.277561,13.426
FALSE POSITIVE,0,1,0,0,1.549979213,4.22E-07,-4.22E-07,132.675027,0.000222,-0.000222,0.486,0.017,-0.016,7.5945,0.0183,-0.0183,370550,695,-695,136.64,73.04,-89.23,2141,4986.15,8378.43,-4454.73,672.7,1,5408,178,-162,3.777,0.777,-0.333,2.058,1.1,-1.344,285.9259,41.09082,13.939
FALSE POSITIVE,0,0,1,0,125.288206,0.001939,-0.001939,252.0979,0.0111,-0.0111,0.066,0.39,-0.066,3.695,0.348,-0.348,241.6,29.7,-29.7,1.5,0.24,-0.08,363,4.1,1.66,-0.66,9.4,1,5881,70,-88,4.48,0.03,-0.128,0.973,0.153,-0.055,296.17761,41.014118,14.179
FALSE POSITIVE,0,1,0,0,533.47707,0.03264,-0.03264,245.3651,0.0451,-0.0451,0.418,0.041,-0.418,23.71,1.3,-1.3,210.6,16.3,-16.3,2.6,0.56,-0.89,315,2.33,1.58,-1.43,15.3,1,6077,201,-164,3.931,0.323,-0.129,1.759,0.373,-0.605,292.82809,41.139351,13.294
FALSE POSITIVE,0,0,1,0,0.603086711,1.39E-07,-1.39E-07,131.664075,0.000182,-0.000182,1.251,2.602,-0.117,1.0869,0.0137,-0.0137,1242.8,9.9,-9.9,36,4.8,-2.22,2459,8675.9,2956.27,-1452.52,170,1,6353,69,-88,4.397,0.032,-0.097,1.134,0.151,-0.07,295.04559,41.10421,13.989
FALSE POSITIVE,1,0,0,1,0.93378068,1.56E-05,-1.56E-05,132.4123,0.0146,-0.0146,0.251,0.224,-0.251,3.706,0.449,-0.449,72.7,9.9,-9.9,0.63,0.06,-0.05,1427,985.2,352.16,-227.06,9.2,1,4938,148,-148,4.601,0.022,-0.067,0.753,0.074,-0.051,292.0274,47.509682,15.89
FALSE POSITIVE,0,0,1,1,0.93374635,1.44E-05,-1.44E-05,131.5163,0.0147,-0.0147,0.096,0.394,-0.096,3.074,0.692,-0.692,34.3,7.2,-7.2,0.63,0.18,-0.11,1895,3029.67,2555.63,-1191.78,7.3,1,5593,166,-166,4.349,0.144,-0.192,1.094,0.307,-0.189,292.12784,47.614342,14.901
CANDIDATE,0,0,0,0,384.37706,0.01284,-0.01284,309.208,0.0175,-0.0175,0.901,0.03,-0.629,15.139,0.531,-0.531,1204.9,61.9,-61.9,50.93,3.15,-8.83,676,49.27,8.99,-18.31,22.6,1,4859,58,-101,2.481,0.033,-0.027,12.023,0.744,-2.084,287.59253,48.886459,12.656
FALSE POSITIVE,1,0,0,0,372.086704,0.002379,-0.002379,404.89901,0.00473,-0.00473,1.266,72.58,-1.694,3.686,0.265,-0.265,2494,158,-158,38.4,13.32,-4.43,283,1.51,1.54,-0.5,18,1,6289,174,-240,4.411,0.072,-0.217,1.093,0.379,-0.126,291.88229,49.748161,15.279
FALSE POSITIVE,1,0,1,0,0.93372261,2.05E-05,-2.05E-05,131.5423,0.0217,-0.0217,0.534,0.458,-0.314,3.052,0.85,-0.85,31.2,5.1,-5.1,0.59,0.17,-0.08,1949,3430.76,2967.19,-1109.12,8.2,1,5984,161,-179,4.419,0.087,-0.203,1.017,0.3,-0.128,292.31165,47.72583,14.862
FALSE POSITIVE,1,0,1,1,0.9438885,1.28E-05,-1.28E-05,132.2865,0.014,-0.014,0.649,0.048,-0.486,2.592,0.337,-0.337,35.8,5.6,-5.6,1.45,0.26,-0.51,3158,23572.82,12303.15,-15002.75,8.3,1,6947,166,-238,3.895,0.266,-0.114,2.297,0.406,-0.812,292.00674,48.306309,12.521
FALSE POSITIVE,1,0,1,0,1.56859048,1.16E-05,-1.16E-05,131.64081,0.00619,-0.00619,1.198,0.206,-0.116,11.591,0.881,-0.881,280.6,8.5,-8.5,23.41,7.29,-2.61,1693,1935.28,1781.67,-630.75,43.3,1,6248,175,-241,4.442,0.07,-0.21,1.002,0.312,-0.112,293.81381,38.926201,15.105
CANDIDATE,0,0,0,0,8.98826122,9.23E-05,-9.23E-05,138.83733,0.00717,-0.00717,0.92,0.01,-0.639,4.96,0.209,-0.209,160.8,12.6,-12.6,1.39,0.43,-0.14,864,131.92,123.49,-38.42,14.5,1,5984,188,-188,4.521,0.039,-0.221,0.906,0.279,-0.093,296.74643,43.045441,15.257
CANDIDATE,0,0,0,0,21.1181653,0.0001574,-0.0001574,133.59196,0.00621,-0.00621,0.675,0.253,-0.452,9.734,0.176,-0.176,112.7,4.9,-4.9,2.89,0.54,-1.02,1110,359.11,205.87,-223.64,26.3,1,6461,175,-175,3.779,0.293,-0.098,2.566,0.485,-0.901,281.69159,42.397549,12.199
CONFIRMED,0,0,0,0,46.82767725,9.79E-05,-9.79E-05,136.74468,0.00179,-0.00179,0.393,0.027,-0.393,1.9033,0.0569,-0.0569,1537.7,52.9,-52.9,2.13,0.12,-0.16,276,1.37,0.28,-0.3,32.4,3,3879,77,-85,4.708,0.045,-0.021,0.537,0.03,-0.041,284.94098,46.56654,15.473
CONFIRMED,0,0,0,0,7.203855862,5.92E-06,-5.92E-06,170.285731,0.000652,-0.000652,0.037,0.259,-0.037,2.5418,0.0226,-0.0226,1765.9,19.2,-19.2,2.25,0.13,-0.17,509,15.87,3.28,-3.47,101.1,1,3834,77,-84,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264
CONFIRMED,0,0,0,0,7.256962446,5.84E-06,-5.84E-06,134.023923,0.000661,-0.000661,0.676,0.073,-0.481,4.9402,0.0238,-0.0238,463.2,3.1,-3.1,3.53,0.21,-0.17,1163,432.1,75.83,-61.01,168.3,1,5858,70,-79,4.112,0.024,-0.02,1.549,0.091,-0.074,294.83517,48.982361,12.702
CANDIDATE,0,0,0,0,395.13138,0.02017,-0.02017,162.7395,0.0331,-0.0331,0.45,0.045,-0.429,21.291,0.916,-0.916,126.4,9.8,-9.8,0.97,0.12,-0.1,208,0.44,0.2,-0.13,14.4,2,5060,192,-174,4.493,0.08,-0.088,0.869,0.1,-0.091,290.19992,45.419998,12.642
CANDIDATE,0,0,0,0,0.770658979,5.29E-06,-5.29E-06,131.83206,0.00584,-0.00584,0.444,0.027,-0.444,1.401,0.194,-0.194,83.5,10.6,-10.6,0.68,0.08,-0.05,1548,1348.87,542.13,-321.74,11.7,1,5058,151,-136,4.61,0.03,-0.075,0.739,0.086,-0.058,291.37222,45.468102,15.132
CANDIDATE,0,0,0,0,4.6318914,0.0001152,-0.0001152,133.7073,0.0222,-0.0222,0.395,0.076,-0.395,3.88,0.588,-0.588,50.9,6.7,-6.7,0.64,0.19,-0.06,1060,297.79,248.69,-82.68,9.2,1,5926,142,-177,4.532,0.036,-0.204,0.887,0.259,-0.086,295.50128,45.433979,14.272
CANDIDATE,0,0,0,0,362.13187,0.01297,-0.01297,369.541,0.0235,-0.0235,0.397,0.069,-0.397,5.59,1.2,-1.2,849,134,-134,2.23,0.28,-0.21,208,0.45,0.19,-0.12,8.2,1,5176,153,-153,4.567,0.048,-0.072,0.766,0.097,-0.071,283.29706,48.266628,15.313
FALSE POSITIVE,0,1,1,1,0.786483923,1.64E-06,-1.64E-06,131.84261,0.00213,-0.00213,1.139,0.128,-0.076,7.035,0.182,-0.182,233.3,3.1,-3.1,21.66,6.61,-4.41,2408,7999.91,6974.52,-3562,104.2,1,6315,151,-208,4.258,0.153,-0.187,1.282,0.391,-0.261,297.56628,48.288342,13.504
